TIME  COMMAND  CELL  BOXTYPE  CHANNEL BOTID
------------------------------------------
   0 startPalletize #1
 314 endMotion     A2        8  122    2
 314 endMotion     A3        9   63    3
 315 startMotion   A6       11  120    6
 315 endMotion     C5       -1   84    4
 315 startMotion   A2        8  122    2
 315 startMotion   A3        9   63    3
 316 movebox2tr             -1  del    1
 316 endMotion     A1       -1   -1    1
 316 startMotion   C5       -1   84    4
 317 startMotion   A1       -1  121    1
 318 endMotion     B1       -1  121    1
 318 endMotion     C7       -1   60    5
 319 endMotion     A5       11  120    6
 319 startMotion   C7       -1   60    5
 319 endMotion     A2        9   63    3
 319 startMotion   B1       -1  121    1
 320 startMotion   A2        9   63    3
 320 endMotion     C4       -1   84    4
 320 startMotion   A5       11  120    6
 321 startMotion   C4       -1   84    4
 321 movebox2tr             -1  del    2
 321 endMotion     A1       -1   -1    2
 322 startMotion   A1       -1  122    2
 323 endMotion     C6       -1   60    5
 323 endMotion     B2       -1  121    1
 323 endMotion     B1       -1  122    2
 324 startMotion   C6       -1   60    5
 324 endMotion     A4       11  120    6
 324 startMotion   B1       -1  122    2
 324 startMotion   B2       -1  121    1
 325 startMotion   A4       11  120    6
 325 endMotion     C3       -1   84    4
 326 startMotion   C3       -1   84    4
 326 movebox2tr             -1  del    3
 326 endMotion     A1       -1   -1    3
 327 startMotion   A1       -1  123    3
 328 endMotion     B3       -1  121    1
 328 endMotion     B1       -1  123    3
 328 endMotion     C5       -1   60    5
 328 endMotion     B2       -1  122    2
 329 startMotion   B2       -1  122    2
 329 endMotion     A3       11  120    6
 329 startMotion   B3       -1  121    1
 329 startMotion   B1       -1  123    3
 329 startMotion   C5       -1   60    5
 330 endMotion     C2       -1   84    4
 330 startMotion   A3       11  120    6
 331 startMotion   C2       -1   84    4
 333 endMotion     B2       -1  123    3
 333 endMotion     C4       -1   60    5
 333 endMotion     B3       -1  122    2
 334 startMotion   B3       -1  122    2
 334 startMotion   B2       -1  123    3
 334 endMotion     A2       11  120    6
 334 startMotion   C4       -1   60    5
 335 movebox2bot            12  121    1
 335 endMotion     B4       12  121    1
 335 endMotion     C1       -1   84    4
 335 startMotion   A2       11  120    6
 336 startMotion   B4       12  121    1
 336 startMotion   C1       -1   84    4
 338 endMotion     C3       -1   60    5
 338 endMotion     B3       -1  123    3
 339 startMotion   B3       -1  123    3
 339 startMotion   C3       -1   60    5
 340 endMotion     B5       12  121    1
 340 movebox2bot            13  122    2
 340 endMotion     B4       13  122    2
 341 startMotion   B5       12  121    1
 341 startMotion   B4       13  122    2
 341 movebox2tr             -1  del    6
 341 endMotion     A1       -1   -1    6
 341 endMotion     B1       -1   84    4
 342 startMotion   A1       -1  120    6
 342 startMotion   B1       -1   84    4
 343 endMotion     B1       -1  120    6
 343 endMotion     C2       -1   60    5
 344 startMotion   C2       -1   60    5
 344 startMotion   B1       -1  120    6
 345 movebox2bot            14  123    3
 345 endMotion     B4       14  123    3
 345 endMotion     B6       12  121    1
 345 endMotion     B5       13  122    2
 346 startMotion   B5       13  122    2
 346 startMotion   B4       14  123    3
 346 endMotion     B2       -1   84    4
 346 startMotion   B6       12  121    1
 347 startMotion   B2       -1   84    4
 348 endMotion     C1       -1   60    5
 348 endMotion     B2       -1  120    6
 349 startMotion   B2       -1  120    6
 349 startMotion   C1       -1   60    5
 350 endMotion     B6       13  122    2
 350 endMotion     B7       12  121    1
 350 endMotion     B5       14  123    3
 351 endMotion     B3       -1   84    4
 351 startMotion   B6       13  122    2
 351 startMotion   B5       14  123    3
 351 startMotion   B7       12  121    1
 352 startMotion   B3       -1   84    4
 353 endMotion     B3       -1  120    6
 354 endMotion     B1       -1   60    5
 354 startMotion   B3       -1  120    6
 355 endMotion     B6       14  123    3
 355 endMotion     B8       12  121    1
 355 startMotion   B1       -1   60    5
 355 endMotion     B7       13  122    2
 356 endMotion     B4       -1   84    4
 356 startMotion   B6       14  123    3
 356 startMotion   B8       12  121    1
 356 startMotion   B7       13  122    2
 357 startMotion   B4       -1   84    4
 359 endMotion     B2       -1   60    5
 360 movebox2bot            16  120    6
 360 endMotion     B4       16  120    6
 360 endMotion     B9       12  121    1
 360 endMotion     B8       13  122    2
 360 startMotion   B2       -1   60    5
 360 endMotion     B7       14  123    3
 361 startMotion   B7       14  123    3
 361 startMotion   B9       12  121    1
 361 endMotion     B5       -1   84    4
 361 startMotion   B4       16  120    6
 361 startMotion   B8       13  122    2
 362 startMotion   B5       -1   84    4
 364 endMotion     B3       -1   60    5
 365 endMotion     B8       14  123    3
 365 endMotion    B10       12  121    1
 365 endMotion     B9       13  122    2
 365 startMotion   B3       -1   60    5
 365 endMotion     B5       16  120    6
 366 startMotion   B8       14  123    3
 366 endMotion     B6       -1   84    4
 366 startMotion  B10       12  121    1
 366 startMotion   B9       13  122    2
 366 startMotion   B5       16  120    6
 367 startMotion   B6       -1   84    4
 369 endMotion     B4       -1   60    5
 370 endMotion     B9       14  123    3
 370 startMotion   B4       -1   60    5
 370 endMotion     B6       16  120    6
 370 endMotion    B10       13  122    2
 370 endMotion    B11       12  121    1
 371 startMotion  B11       12  121    1
 371 endMotion     B7       -1   84    4
 371 startMotion   B9       14  123    3
 371 startMotion  B10       13  122    2
 371 startMotion   B6       16  120    6
 372 startMotion   B7       -1   84    4
 374 endMotion     B5       -1   60    5
 375 endMotion    B11       13  122    2
 375 endMotion    B10       14  123    3
 375 startMotion   B5       -1   60    5
 375 endMotion    B12       12  121    1
 375 endMotion     B7       16  120    6
 376 startMotion  B10       14  123    3
 376 startMotion   B7       16  120    6
 376 startMotion  B12       12  121    1
 376 startMotion  B11       13  122    2
 378 movebox2bot            19   84    4
 378 endMotion     B8       19   84    4
 379 startMotion   B8       19   84    4
 379 endMotion     B6       -1   60    5
 380 startMotion   B6       -1   60    5
 380 endMotion    B13       12  121    1
 380 endMotion    B12       13  122    2
 380 endMotion     B8       16  120    6
 380 endMotion    B11       14  123    3
 381 startMotion   B8       16  120    6
 381 startMotion  B13       12  121    1
 381 startMotion  B12       13  122    2
 381 startMotion  B11       14  123    3
 383 endMotion     B9       19   84    4
 384 startMotion   B9       19   84    4
 384 endMotion     B7       -1   60    5
 385 startMotion   B7       -1   60    5
 385 endMotion    B14       12  121    1
 385 endMotion    B13       13  122    2
 385 endMotion     B9       16  120    6
 385 endMotion    B12       14  123    3
 386 startMotion  B13       13  122    2
 386 startMotion  B12       14  123    3
 386 startMotion   B9       16  120    6
 386 startMotion  B14       12  121    1
 388 endMotion    B10       19   84    4
 389 startMotion  B10       19   84    4
 389 endMotion     B8       -1   60    5
 390 endMotion    B10       16  120    6
 390 endMotion    B15       12  121    1
 390 startMotion   B8       -1   60    5
 390 endMotion    B14       13  122    2
 390 endMotion    B13       14  123    3
 391 startMotion  B14       13  122    2
 391 startMotion  B10       16  120    6
 391 startMotion  B15       12  121    1
 391 startMotion  B13       14  123    3
 393 endMotion    B11       19   84    4
 394 startMotion  B11       19   84    4
 394 endMotion     B9       -1   60    5
 395 endMotion    B14       14  123    3
 395 endMotion    B11       16  120    6
 395 endMotion    B15       13  122    2
 395 startMotion   B9       -1   60    5
 395 endMotion    B16       12  121    1
 396 startMotion  B15       13  122    2
 396 startMotion  B11       16  120    6
 396 startMotion  B14       14  123    3
 396 startMotion  B16       12  121    1
 397 endMotion    A16       12  121    1
 398 endMotion    B12       19   84    4
 398 startMotion  A16       12  121    1
 399 startMotion  B12       19   84    4
 400 endMotion    B15       14  123    3
 400 endMotion    B12       16  120    6
 400 endMotion    B16       13  122    2
 401 startMotion  B12       16  120    6
 401 startMotion  B16       13  122    2
 401 startMotion  B15       14  123    3
 401 movebox2bot            16   60    5
 401 endMotion    B10       16   60    5
 402 endMotion    A16       13  122    2
 402 startMotion  B10       16   60    5
 402 endMotion    A15       12  121    1
 403 endMotion    B13       19   84    4
 403 startMotion  A15       12  121    1
 403 startMotion  A16       13  122    2
 404 startMotion  B13       19   84    4
 405 endMotion    B16       14  123    3
 405 endMotion    B13       16  120    6
 406 endMotion    B11       16   60    5
 406 startMotion  B16       14  123    3
 406 startMotion  B13       16  120    6
 407 endMotion    A16       14  123    3
 407 startMotion  B11       16   60    5
 407 endMotion    A14       12  121    1
 407 endMotion    A15       13  122    2
 408 startMotion  A14       12  121    1
 408 endMotion    B14       19   84    4
 408 startMotion  A16       14  123    3
 408 startMotion  A15       13  122    2
 409 startMotion  B14       19   84    4
 410 endMotion    B14       16  120    6
 411 endMotion    B12       16   60    5
 411 startMotion  B14       16  120    6
 412 endMotion    A15       14  123    3
 412 endMotion    A14       13  122    2
 412 startMotion  B12       16   60    5
 412 endMotion    A13       12  121    1
 413 endMotion    B15       19   84    4
 413 startMotion  A13       12  121    1
 413 startMotion  A14       13  122    2
 413 startMotion  A15       14  123    3
 414 startMotion  B15       19   84    4
 415 endMotion    B15       16  120    6
 416 endMotion    B13       16   60    5
 416 startMotion  B15       16  120    6
 417 endMotion    A13       13  122    2
 417 startMotion  B13       16   60    5
 417 endMotion    A12       12  121    1
 417 endMotion    A14       14  123    3
 418 endMotion    B16       19   84    4
 418 startMotion  A12       12  121    1
 418 startMotion  A14       14  123    3
 418 startMotion  A13       13  122    2
 419 startMotion  B16       19   84    4
 420 endMotion    B16       16  120    6
 421 startMotion  B16       16  120    6
 421 endMotion    B14       16   60    5
 422 endMotion    A11       12  121    1
 422 startMotion  B14       16   60    5
 422 endMotion    A12       13  122    2
 422 endMotion    A13       14  123    3
 423 startMotion  A12       13  122    2
 423 startMotion  A13       14  123    3
 423 startMotion  A11       12  121    1
 424 endMotion    C16       19   84    4
 425 startMotion  C16       19   84    4
 426 endMotion    C16       16  120    6
 426 endMotion    B15       16   60    5
 427 endMotion    A11       13  122    2
 427 startMotion  C16       16  120    6
 427 startMotion  B15       16   60    5
 427 endMotion    A12       14  123    3
 427 endMotion    A10       12  121    1
 428 startMotion  A11       13  122    2
 428 startMotion  A12       14  123    3
 428 startMotion  A10       12  121    1
 429 endMotion    C15       19   84    4
 430 startMotion  C15       19   84    4
 431 endMotion    B16       16   60    5
 431 endMotion    C15       16  120    6
 432 startMotion  C15       16  120    6
 432 endMotion    A11       14  123    3
 432 endMotion    A10       13  122    2
 432 startMotion  B16       16   60    5
 432 endMotion     A9       12  121    1
 433 startMotion  A10       13  122    2
 433 startMotion  A11       14  123    3
 433 startMotion   A9       12  121    1
 434 endMotion    C14       19   84    4
 435 startMotion  C14       19   84    4
 436 endMotion    C14       16  120    6
 437 endMotion    A10       14  123    3
 437 endMotion     A9       13  122    2
 437 endMotion    C16       16   60    5
 437 startMotion  C14       16  120    6
 437 endMotion     A8       12  121    1
 438 startMotion  A10       14  123    3
 438 startMotion  C16       16   60    5
 438 startMotion   A8       12  121    1
 438 startMotion   A9       13  122    2
 439 endMotion    C13       19   84    4
 440 startMotion  C13       19   84    4
 441 endMotion    C13       16  120    6
 442 endMotion     A7       12  121    1
 442 endMotion    C15       16   60    5
 442 endMotion     A9       14  123    3
 442 endMotion     A8       13  122    2
